,latitude,longitude,tempo_captura,id_onibus
0,-48.02363,-15.87521,1677077308000,338974
1,-48.12165,-15.89967,1681126946000,335398
2,-48.1087,-15.92064,1681463427000,338176
3,-47.995,-15.87592,1681472512000,337366
4,-48.12274,-15.89943,1681911061000,333450
5,-47.99458,-15.87542,1682363110000,336971
6,-47.90199,-15.78578,1682682758000,333964
7,-48.12819,-15.89817,1682728384000,332119
8,-48.12233,-15.89906,1682787448000,332208
9,-48.12461,-15.90004,1682813336000,333271
10,-48.12309,-15.9001,1682826645000,336351
11,-48.12326,-15.89957,1682889679000,332160
12,-48.12305,-15.89986,1682889873000,332143
13,-48.12305,-15.89986,1682890047000,331961
14,-48.12448,-15.89999,1682890796000,333603
15,-48.12305,-15.89986,1682890827000,333638
16,-48.12493,-15.89997,1682891112000,333417
17,-48.12472,-15.90007,1682891142000,333646
18,-48.12328,-15.89954,1682891387000,332089
19,-48.12345,-15.89952,1682891450000,332097
20,-48.12349,-15.89954,1682891482000,331996
21,-48.12371,-15.89964,1682891729000,332224
22,-48.12382,-15.89962,1682891814000,332178
23,-48.12397,-15.89968,1682891980000,333948
24,-48.12411,-15.89977,1682892225000,333514
25,-48.12419,-15.89986,1682892263000,333336
26,-48.12425,-15.8999,1682892371000,333182
27,-48.12463,-15.90007,1682892753000,333174
28,-48.12305,-15.89986,1682892926000,333891
29,-48.12402,-15.9007,1682893013000,333301
30,-48.12422,-15.89986,1682893740000,333239
31,-48.10882,-15.9208,1682894125000,332038
32,-48.12269,-15.90034,1682894248000,332011
33,-48.12432,-15.90077,1682894400000,333816
34,-48.12432,-15.90077,1682894516000,333671
35,-48.1241,-15.9007,1682894707000,333930
36,-48.10849,-15.92088,1682894769000,333506
37,-48.1241,-15.90065,1682894830000,333662
38,-48.12289,-15.90035,1682896095000,333581
39,-48.12289,-15.90036,1682896128000,333867
40,-48.1228,-15.90034,1682896209000,332046
41,-48.12279,-15.90031,1682896270000,333425
42,-48.12277,-15.90031,1682896369000,333361
43,-48.12437,-15.90012,1682900154000,339661
44,-48.12305,-15.89986,1682900757000,333999
45,-48.12172,-15.8993,1682901988000,332054
46,-48.12464,-15.90025,1682902459000,333981
47,-48.12467,-15.90029,1682902514000,333280
48,-48.12233,-15.89912,1682903107000,332062
49,-48.12206,-15.89927,1682903652000,333441
50,-48.12375,-15.8996,1682903906000,333352
51,-48.10888,-15.92136,1682906512000,336548
52,-48.12435,-15.8999,1682906973000,333760
53,-48.12391,-15.89968,1682916485000,333620
54,-48.12426,-15.89981,1682916884000,333409
55,-48.12263,-15.89974,1682922364000,333921
56,-48.1235,-15.89952,1682927104000,332020
57,-48.10894,-15.92191,1682930671000,338958
58,-48.12253,-15.90013,1682933052000,333832
59,-48.12202,-15.89917,1682937488000,332186
60,-48.12401,-15.89969,1682940828000,333573
61,-48.12355,-15.89953,1682946182000,332071
62,-48.12289,-15.89952,1682947704000,332194
63,-48.10869,-15.92125,1682949219000,337617
64,-48.12336,-15.89949,1682954739000,332003
65,-47.99465,-15.87537,1682958045000,339512
66,-48.12305,-15.89986,1682962484000,332216
67,-48.12155,-15.90044,1682963903000,338630
68,-48.1242,-15.90069,1682964405000,333549
69,-48.12841,-15.90219,1682965129000,333557
70,-48.10784,-15.92143,1682965684000,337781
71,-48.12471,-15.90019,1682965693000,333689
72,-48.10784,-15.92143,1682965715000,337331
73,-48.10857,-15.92143,1682965895000,337056
74,-48.10812,-15.92102,1682965919000,337315
75,-48.10812,-15.92102,1682965935000,337030
76,-48.10857,-15.92143,1682965977000,337196
77,-48.10784,-15.92143,1682966004000,339466
78,-48.10857,-15.92143,1682966030000,337455
79,-48.10857,-15.92143,1682966050000,337013
80,-48.10857,-15.92143,1682966109000,337188
81,-48.10719,-15.92181,1682966188000,337765
82,-48.10719,-15.92181,1682966261000,337480
83,-48.10784,-15.92143,1682966270000,339482
84,-48.10857,-15.92143,1682966333000,337340
85,-48.10857,-15.92143,1682966361000,336963
86,-48.12365,-15.89999,1682966476000,335258
87,-48.10784,-15.92143,1682966570000,339610
88,-48.10857,-15.92143,1682966594000,337099
89,-48.12292,-15.90042,1682966624000,333778
90,-48.10857,-15.92143,1682966745000,339491
91,-48.10857,-15.92143,1682966852000,337439
92,-48.10784,-15.92143,1682966914000,337820
93,-48.10857,-15.92143,1682967020000,339547
94,-48.10857,-15.92143,1682967127000,337153
95,-48.12397,-15.89991,1682967192000,339679
96,-48.10857,-15.92143,1682967228000,336921
97,-48.10784,-15.92143,1682967233000,337161
98,-48.12383,-15.89966,1682967450000,332101
99,-48.10857,-15.92143,1682967451000,337218
100,-48.10857,-15.92143,1682967475000,337838
101,-48.10857,-15.92143,1682967515000,337749
102,-48.10857,-15.92143,1682967531000,337501
103,-48.10857,-15.92143,1682967545000,337421
104,-48.10857,-15.92143,1682967607000,337773
105,-48.10857,-15.92143,1682967613000,339555
106,-48.12305,-15.89986,1682967636000,339717
107,-48.10857,-15.92143,1682967657000,337404
108,-48.10857,-15.92143,1682967719000,339563
109,-48.10857,-15.92143,1682967738000,339601
110,-48.10857,-15.92143,1682967760000,337757
111,-48.10857,-15.92143,1682967769000,337498
112,-48.10857,-15.92143,1682967774000,337790
113,-48.10857,-15.92143,1682967788000,337323
114,-48.10857,-15.92143,1682967789000,339458
115,-48.10719,-15.92181,1682967862000,338087
116,-48.10719,-15.92181,1682967874000,337536
117,-48.12305,-15.89986,1682967885000,339741
118,-48.10857,-15.92143,1682967930000,337382
119,-48.12305,-15.89986,1682967995000,339687
120,-48.10784,-15.92143,1682968019000,337234
121,-48.10857,-15.92143,1682968029000,336947
122,-48.12305,-15.89986,1682968069000,339709
123,-48.12305,-15.89986,1682968070000,339733
124,-48.10719,-15.92181,1682968070000,337684
125,-48.10857,-15.92143,1682968127000,337277
126,-48.12416,-15.90053,1682968154000,335444
127,-48.12205,-15.89911,1682968162000,336645
128,-48.12172,-15.8993,1682968165000,333255
129,-48.10857,-15.92143,1682968192000,337293
130,-48.10857,-15.92143,1682968211000,336581
131,-48.10857,-15.92143,1682968315000,336955
132,-48.10857,-15.92143,1682968315000,339598
133,-48.10857,-15.92143,1682968336000,337510
134,-48.10767,-15.92205,1682968338000,339628
135,-48.10857,-15.92143,1682968347000,337668
136,-48.10784,-15.92143,1682968362000,339415
137,-48.10719,-15.92181,1682968414000,337544
138,-48.10857,-15.92143,1682968448000,339423
139,-48.10857,-15.92143,1682968460000,337412
140,-48.10857,-15.92143,1682968470000,339440
141,-48.10857,-15.92143,1682968484000,337064
142,-48.10812,-15.92102,1682968550000,337358
143,-48.10857,-15.92143,1682968568000,337021
144,-48.03321,-15.94973,1682968639000,336602
145,-48.10793,-15.9215,1682968685000,338028
146,-48.10857,-15.92143,1682968695000,339431
147,-48.10857,-15.92143,1682968750000,337374
148,-48.10857,-15.92143,1682968773000,339504
149,-48.10742,-15.92157,1682968804000,338206
150,-48.10883,-15.92136,1682968829000,335509
151,-48.10784,-15.92143,1682968845000,336904
152,-48.10784,-15.92143,1682968850000,338940
153,-48.10857,-15.92143,1682968851000,339580
154,-48.10857,-15.92143,1682968866000,337862
155,-48.12375,-15.89608,1682968873000,339318
156,-48.10784,-15.92143,1682968884000,339539
157,-48.10719,-15.92181,1682968895000,337102
158,-48.10777,-15.92212,1682968897000,336874
159,-48.10857,-15.92143,1682968900000,337072
160,-48.10812,-15.92102,1682968906000,337129
161,-48.10784,-15.92143,1682968924000,337137
162,-48.10784,-15.92143,1682968930000,339521
163,-48.12305,-15.89986,1682968960000,339695
